Municipio,Día,Hora,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,País de nacimiento,Clase de empleado,Escolaridad
VILLAMARÍA,Martes,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
MORALES,Martes,16,RURAL,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,54,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,ANALFABETA
AGUACHICA,Martes,10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
QUIBDÓ (CT),Martes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,55,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MONTELÍBANO,Martes,7,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
TIERRALTA,Martes,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Martes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,47,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Martes,17,URBANA,"HOTELES, RESIDENCIAS, Y SIMILARES.",CONTUNDENTES,A PIE,A PIE,26,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SOACHA,Martes,6,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
EL ZULIA,Martes,0,URBANA,ZONA SELVÁTICA,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,A PIE,PASAJERO VEHICULO,20,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,PRIMARIA
EL ZULIA,Martes,0,URBANA,ZONA SELVÁTICA,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,A PIE,PASAJERO VEHICULO,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
EL ZULIA,Martes,0,URBANA,ZONA SELVÁTICA,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,A PIE,PASAJERO VEHICULO,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,PRIMARIA
EL ZULIA,Martes,0,URBANA,ZONA SELVÁTICA,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,A PIE,PASAJERO VEHICULO,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
EL ZULIA,Martes,0,URBANA,ZONA SELVÁTICA,ARTEFACTO EXPLOSIVO/CARGA DINAMITA,A PIE,PASAJERO VEHICULO,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,PRIMARIA
QUIMBAYA,Martes,17,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,37,MASCULINO,CASADO,COLOMBIA,DESEMPLEADO,PRIMARIA
SAN MARCOS,Martes,17,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,48,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CHAPARRAL,Martes,7,URBANA,CARCELES,CONTUNDENTES,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,PRIMARIA
IBAGUÉ (CT),Martes,8,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CALI (CT),Martes,13,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
CALI (CT),Martes,15,URBANA,DENTRO DE LA VIVIENDA,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
TULUÁ,Martes,21,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BELLO,Miércoles,16,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,45,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CONCORDIA,Miércoles,8,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
LA ESTRELLA,Miércoles,20,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,60,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
MEDELLÍN (CT),Miércoles,21,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
MEDELLÍN (CT),Miércoles,22,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,61,FEMENINO,CASADO,COLOMBIA,AMA DE CASA,PRIMARIA
PUERTO NARE,Miércoles,19,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,30,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
TURBO,Miércoles,15,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
TURBO,Miércoles,4,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,PASAJERO VEHICULO,35,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO POLICIAL,TECNICO
BARRANQUILLA (CT),Miércoles,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SIMITÍ,Miércoles,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
MANZANARES,Miércoles,14,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,75,MASCULINO,CASADO,COLOMBIA,AGRICULTOR,ANALFABETA
SANTANDER DE QUILICHAO,Miércoles,22,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BAHÍA SOLANO,Miércoles,16,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,16,FEMENINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
TIERRALTA,Miércoles,11,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Miércoles,19,URBANA,ESTABLECIMIENTO PUBLICO,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Miércoles,20,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Miércoles,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SOACHA,Miércoles,19,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SAN ANDRES DE TUMACO,Miércoles,15,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,18,FEMENINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CONVENCIÓN,Miércoles,22,RURAL,INSTALACIONES DEL EJERCITO,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO EJERCITO,SECUNDARIA
PEREIRA (CT),Miércoles,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,51,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SUPERIOR
BUCARAMANGA (CT),Miércoles,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,DESEMPLEADO,SECUNDARIA
SAN MARCOS,Miércoles,7,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,SECUNDARIA
SAN ANTONIO,Miércoles,20,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,28,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
BUENAVENTURA,Miércoles,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CALI (CT),Miércoles,14,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR MOTOCICLETA,22,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Miércoles,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,46,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CALI (CT),Miércoles,10,URBANA,RIOS,ARMA DE FUEGO,A PIE,A PIE,76,MASCULINO,CASADO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CALI (CT),Miércoles,12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Miércoles,11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CANDELARIA,Miércoles,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
GUADALAJARA DE BUGA,Miércoles,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,23,FEMENINO,UNION LIBRE,COLOMBIA,AMA DE CASA,SECUNDARIA
GUADALAJARA DE BUGA,Miércoles,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,33,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
JAMUNDÍ,Miércoles,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
JAMUNDÍ,Miércoles,21,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,36,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
ANDES,Jueves,6,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,29,FEMENINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
ANDES,Jueves,6,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,CONDUCTOR MOTOCICLETA,30,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
BETANIA,Jueves,11,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,54,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CÁCERES,Jueves,9,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CAUCASIA,Jueves,21,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,SECUNDARIA
MEDELLÍN (CT),Jueves,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,16,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
OLAYA,Jueves,15,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PUERTO BERRÍO,Jueves,20,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
TARAZÁ,Jueves,7,RURAL,LOCAL COMERCIAL,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
TURBO,Jueves,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,38,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
VEGACHÍ,Jueves,10,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,24,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
VEGACHÍ,Jueves,10,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,26,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
VEGACHÍ,Jueves,10,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,28,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
VEGACHÍ,Jueves,10,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,46,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
VEGACHÍ,Jueves,10,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,51,MASCULINO,SOLTERO,COLOMBIA,COMERCIANTE,SECUNDARIA
SOLEDAD,Jueves,22,URBANA,TIENDA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
CARTAGENA (CT),Jueves,10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,33,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CARTAGENA (CT),Jueves,18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CHIQUINQUIRÁ,Jueves,20,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Jueves,21,URBANA,HOSPITALES,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Jueves,7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Jueves,7,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,59,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
BOGOTÁ D.C. (CT),Jueves,17,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,18,MASCULINO,SOLTERO,COLOMBIA,ESTUDIANTE,SECUNDARIA
ACACÍAS,Jueves,23,URBANA,BILLARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,28,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
ACACÍAS,Jueves,23,URBANA,BILLARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,SECUNDARIA
SAN ANDRES DE TUMACO,Jueves,20,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,SOLTERO,COLOMBIA,AGRICULTOR,PRIMARIA
CÚCUTA (CT),Jueves,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CÚCUTA (CT),Jueves,2,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,32,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,NO REPORTADO
LOS PATIOS,Jueves,13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,VENEZUELA,DESEMPLEADO,NO REPORTADO
CALARCA,Jueves,2,URBANA,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,ANALFABETA
GUARANDA,Jueves,18,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Jueves,22,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Jueves,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
CALI (CT),Jueves,13,URBANA,PELUQUERIA Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Jueves,1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Jueves,4,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,41,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
PALMIRA,Jueves,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PALMIRA,Jueves,19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,25,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,NO REPORTADO
BELLO,Viernes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR MOTOCICLETA,21,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CAREPA,Viernes,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CAUCASIA,Viernes,15,RURAL,RIOS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,38,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Viernes,20,URBANA,FRENTE A COLEGIO - VIA PUBLICA,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,43,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
URRAO,Viernes,15,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
BARRANQUILLA (CT),Viernes,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
SOGAMOSO,Viernes,23,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,A PIE,80,MASCULINO,CASADO,COLOMBIA,PENSIONADO,SECUNDARIA
FLORENCIA (CT),Viernes,6,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
PATÍA,Viernes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,UNION LIBRE,COLOMBIA,INDEPENDIENTE,PRIMARIA
BOGOTÁ D.C. (CT),Viernes,13,URBANA,PARQUES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,24,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
BOGOTÁ D.C. (CT),Viernes,23,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,22,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
BOGOTÁ D.C. (CT),Viernes,9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
BOGOTÁ D.C. (CT),Viernes,17,URBANA,PARQUES,ARMA DE FUEGO,A PIE,A PIE,19,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,SECUNDARIA
MAICAO,Viernes,9,RURAL,LOTE BALDIO,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
RIOHACHA (CT),Viernes,16,URBANA,TIENDA,ARMA DE FUEGO,A PIE,A PIE,20,MASCULINO,SOLTERO,COLOMBIA,DELINCUENCIA,PRIMARIA
NEIVA (CT),Viernes,12,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
SALADOBLANCO,Viernes,16,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,SEPARADO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
SANTA MARTA (CT),Viernes,12,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,23,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
ORITO,Viernes,20,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,35,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
APÍA,Viernes,22,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,UNION LIBRE,COLOMBIA,AGRICULTOR,PRIMARIA
LOS PALMITOS,Viernes,12,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,32,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CALI (CT),Viernes,15,URBANA,CASAS DE HABITACION,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
CALI (CT),Viernes,19,URBANA,RESTAURANTES,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,SECUNDARIA
PALMIRA,Viernes,6,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,CONDUCTOR MOTOCICLETA,A PIE,60,MASCULINO,SOLTERO,COLOMBIA,INDEPENDIENTE,PRIMARIA
ZARZAL,Viernes,15,RURAL,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,46,FEMENINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
CAUCASIA,Sábado,20,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,27,FEMENINO,CASADO,VENEZUELA,EMPLEADO PARTICULAR,SECUNDARIA
CAUCASIA,Sábado,20,URBANA,BILLARES,ARMA DE FUEGO,A PIE,A PIE,17,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
ITAGUI,Sábado,8,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,44,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
MEDELLÍN (CT),Sábado,12,URBANA,CASAS DE HABITACION,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,40,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
MEDELLÍN (CT),Sábado,5,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,34,MASCULINO,SOLTERO,COLOMBIA,DESEMPLEADO,PRIMARIA
MEDELLÍN (CT),Sábado,8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,42,MASCULINO,UNION LIBRE,COLOMBIA,COMERCIANTE,SECUNDARIA
REMEDIOS,Sábado,18,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,A PIE,A PIE,31,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
SAN PEDRO,Sábado,3,URBANA,VIAS PUBLICAS,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,37,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
SAN ROQUE,Sábado,5,RURAL,FINCAS Y SIMILARES,ARMA BLANCA / CORTOPUNZANTE,A PIE,A PIE,43,MASCULINO,SOLTERO,COLOMBIA,EMPLEADO PARTICULAR,SECUNDARIA
TURBO,Sábado,17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,21,MASCULINO,UNION LIBRE,COLOMBIA,EMPLEADO PARTICULAR,PRIMARIA
